id_livraison,id_commande,date_expedition,date_livraison,statut_livraison,transporteur
10980,10980,2021-01-11,2021-01-15,en cours,Cohen
10981,10981,2020-07-30,2020-08-05,en cours,Toussaint S.A.S.
10982,10982,2019-10-14,2019-10-15,livrée,Mercier
10983,10983,2024-06-25,2024-07-01,livrée,Lévy SARL
10984,10984,2020-04-29,2020-05-03,livrée,Martin Hoarau S.A.
10985,10985,2020-08-02,2020-08-04,en attente,Fontaine
10986,10986,2020-01-11,2020-01-12,en cours,Arnaud
10987,10987,2020-11-28,2020-12-01,livrée,Bouvet S.A.
10988,10988,2025-05-16,2025-05-22,en cours,Pinto
10989,10989,2023-08-11,2023-08-15,en attente,Dupuis Gillet SARL
10990,10990,2023-04-12,2023-04-14,en attente,Monnier Mendès et Fils
10991,10991,2021-06-10,2021-06-13,livrée,Samson
10992,10992,2023-03-08,2023-03-09,en attente,Ledoux Blondel S.A.R.L.
10993,10993,2019-02-26,2019-03-01,livrée,Benoit
10994,10994,2024-02-14,2024-02-15,en attente,Hoareau Collin et Fils
10995,10995,2024-08-16,2024-08-23,en attente,Masson
10996,10996,2021-05-08,2021-05-15,en attente,Charles et Fils
10997,10997,2024-01-05,2024-01-11,livrée,Moulin
10998,10998,2025-08-01,2025-08-04,en attente,Durand Gilles S.A.R.L.
10999,10999,2024-02-12,2024-02-18,livrée,Mercier Coste S.A.R.L.
11000,11000,2023-05-22,2023-05-27,en attente,Vasseur Marchand S.A.S.
11001,11001,2024-07-17,2024-07-23,en cours,Teixeira
11002,11002,2019-09-13,2019-09-19,livrée,Klein
11003,11003,2023-05-12,2023-05-15,en attente,Lefebvre Michel S.A.S.
11004,11004,2020-05-25,2020-05-31,en cours,Moulin
11005,11005,2019-07-15,2019-07-20,en attente,Hernandez Salmon S.A.S.
11006,11006,2022-02-25,2022-02-27,en cours,Ferrand Pelletier et Fils
11007,11007,2025-04-26,2025-04-30,en cours,De Sousa
11008,11008,2019-08-26,2019-08-31,livrée,David S.A.S.
11009,11009,2024-03-15,2024-03-21,livrée,Breton
11010,11010,2025-08-22,2025-08-26,en cours,Marion SARL
11011,11011,2023-02-10,2023-02-13,en attente,Jean SA
11012,11012,2022-06-19,2022-06-24,en cours,Germain
11013,11013,2025-08-07,2025-08-11,livrée,Poulain Blanc SA
11014,11014,2022-08-23,2022-08-28,en cours,Traore S.A.S.
11015,11015,2024-11-01,2024-11-07,livrée,Dufour Bazin S.A.S.
11016,11016,2021-10-18,2021-10-23,en attente,Dijoux
11017,11017,2022-02-10,2022-02-14,en cours,Bourdon
11018,11018,2025-10-19,2025-10-24,livrée,Pascal SARL
11019,11019,2019-03-24,2019-03-31,en attente,Mary
11020,11020,2021-05-24,2021-05-29,livrée,Duval S.A.
11021,11021,2025-11-09,2025-11-12,livrée,De Sousa
11022,11022,2024-10-10,2024-10-12,en attente,Martins S.A.S.
11023,11023,2023-08-10,2023-08-11,en cours,Barthelemy SA
11024,11024,2024-11-02,2024-11-03,en attente,Fernandez
11025,11025,2019-04-28,2019-05-01,en cours,Thierry SARL
11026,11026,2024-10-20,2024-10-21,livrée,Mary Jacob SA
11027,11027,2020-07-09,2020-07-15,en cours,Bouvet S.A.S.
11028,11028,2025-03-10,2025-03-14,livrée,Benard Léger et Fils
11029,11029,2023-10-14,2023-10-15,en cours,Blondel Lopes SA
11030,11030,2023-06-20,2023-06-24,en cours,Caron Gilbert S.A.
11031,11031,2020-04-14,2020-04-15,en cours,Charles Rémy SA
11032,11032,2021-04-26,2021-05-03,en attente,Bourgeois
11033,11033,2023-10-26,2023-10-31,en attente,Diallo
11034,11034,2022-10-16,2022-10-19,livrée,Weber
11035,11035,2023-11-17,2023-11-19,en attente,Gros Merle et Fils
11036,11036,2019-11-07,2019-11-11,livrée,Blot
11037,11037,2022-02-13,2022-02-19,en attente,Ferrand
11038,11038,2020-05-18,2020-05-21,en cours,Poirier Charpentier S.A.R.L.
11039,11039,2024-06-29,2024-07-05,livrée,Gonzalez
11040,11040,2025-11-06,2025-11-09,livrée,Alexandre Brun S.A.R.L.
11041,11041,2023-10-04,2023-10-09,en cours,Lambert Foucher SARL
11042,11042,2024-08-02,2024-08-03,en attente,Martinez
11043,11043,2025-12-28,2025-12-31,en attente,Leblanc
11044,11044,2023-07-31,2023-08-06,livrée,Maury Legros et Fils
11045,11045,2022-08-07,2022-08-14,livrée,Leroux S.A.S.
11046,11046,2022-12-07,2022-12-09,en cours,Lemonnier Andre SA
11047,11047,2021-10-05,2021-10-11,livrée,Guérin S.A.R.L.
11048,11048,2024-03-17,2024-03-19,en attente,Deschamps
11049,11049,2019-07-24,2019-07-27,en cours,Da Silva S.A.S.
11050,11050,2024-03-06,2024-03-12,en attente,Lebon
11051,11051,2024-07-12,2024-07-18,livrée,Grégoire
11052,11052,2022-01-06,2022-01-12,en attente,Diallo
11053,11053,2019-07-06,2019-07-12,en attente,Dupré
11054,11054,2020-04-04,2020-04-07,livrée,Leleu Becker S.A.S.
11055,11055,2023-12-22,2023-12-25,livrée,Mathieu SA
11056,11056,2022-08-25,2022-08-27,en attente,Jacques SA
11057,11057,2024-01-14,2024-01-17,en cours,Barbe
11058,11058,2019-07-15,2019-07-16,livrée,Martinez
11059,11059,2024-07-16,2024-07-19,en cours,Labbé
11060,11060,2025-11-12,2025-11-13,en attente,Masson
11061,11061,2025-06-08,2025-06-14,en attente,Besnard De Oliveira SARL
11062,11062,2024-08-24,2024-08-31,en cours,Clerc
11063,11063,2025-12-18,2025-12-21,en attente,Fischer Mathieu et Fils
11064,11064,2020-03-24,2020-03-26,en cours,Girard Moulin S.A.R.L.
11065,11065,2019-06-09,2019-06-13,livrée,Prévost
11066,11066,2022-10-12,2022-10-14,en cours,Mace
11067,11067,2019-06-06,2019-06-08,en attente,Sanchez
11068,11068,2021-01-19,2021-01-26,en cours,Hervé
11069,11069,2020-10-14,2020-10-20,en cours,Perrier
11070,11070,2021-06-29,2021-07-03,en attente,Chevallier
11071,11071,2022-01-27,2022-01-30,en cours,Lesage
11072,11072,2020-01-10,2020-01-17,en attente,Dijoux
11073,11073,2025-02-03,2025-02-09,en cours,Albert
11074,11074,2020-08-24,2020-08-28,en cours,Blin Brunet et Fils
11075,11075,2020-06-07,2020-06-08,livrée,Leleu
11076,11076,2021-10-24,2021-10-25,en attente,Chevalier
11077,11077,2025-04-10,2025-04-15,livrée,Gilles Techer S.A.
11078,11078,2023-04-17,2023-04-19,en attente,Loiseau
11079,11079,2022-11-15,2022-11-19,en cours,Guillot SARL
11080,11080,2020-07-06,2020-07-08,en attente,Carpentier
11081,11081,2020-12-17,2020-12-18,livrée,Marchal
11082,11082,2019-05-04,2019-05-11,livrée,Lefebvre S.A.R.L.
11083,11083,2024-06-12,2024-06-16,en cours,Jacob
11084,11084,2021-02-25,2021-03-02,en cours,Ledoux
11085,11085,2025-09-17,2025-09-22,livrée,Laroche S.A.R.L.
11086,11086,2025-11-02,2025-11-09,en attente,Pons SA
11087,11087,2024-12-12,2024-12-13,livrée,Gomes SA
11088,11088,2019-10-01,2019-10-04,en attente,Mary Hebert S.A.S.
11089,11089,2020-09-04,2020-09-07,en attente,Gauthier
11090,11090,2020-11-16,2020-11-17,en attente,Ollivier
11091,11091,2021-01-30,2021-02-04,en attente,Guillot Perrier S.A.S.
11092,11092,2025-01-28,2025-02-03,en cours,David Foucher S.A.S.
11093,11093,2022-07-11,2022-07-17,en cours,Gros S.A.R.L.
11094,11094,2023-03-09,2023-03-15,en attente,Pinto Benoit SARL
11095,11095,2025-01-11,2025-01-16,en cours,David S.A.R.L.
11096,11096,2020-01-27,2020-02-03,en attente,Leconte
11097,11097,2023-11-01,2023-11-05,en attente,Giraud
11098,11098,2025-01-19,2025-01-24,en attente,Hebert
11099,11099,2019-05-17,2019-05-18,livrée,Auger
11100,11100,2025-12-27,2025-12-28,en attente,Bigot Couturier SA
11101,11101,2024-05-05,2024-05-11,en cours,Millet Julien et Fils
11102,11102,2025-08-26,2025-08-30,en attente,Clément Denis S.A.
11103,11103,2021-03-20,2021-03-25,en cours,Cousin
11104,11104,2020-08-04,2020-08-11,en cours,Gallet
11105,11105,2022-10-16,2022-10-23,livrée,Seguin
11106,11106,2022-08-06,2022-08-11,livrée,Charrier SA
11107,11107,2020-03-05,2020-03-10,en attente,Muller
11108,11108,2020-02-24,2020-02-25,en cours,Hebert Marty S.A.S.
11109,11109,2023-06-06,2023-06-07,livrée,Ruiz Leroux SARL
11110,11110,2022-08-09,2022-08-14,en attente,Robin
11111,11111,2020-08-27,2020-09-03,en attente,Teixeira
11112,11112,2019-08-03,2019-08-04,en attente,Pires S.A.
11113,11113,2023-10-29,2023-11-02,en cours,Evrard
11114,11114,2021-07-05,2021-07-12,livrée,Fabre S.A.S.
11115,11115,2020-12-15,2020-12-17,en cours,Gimenez
11116,11116,2023-04-12,2023-04-15,livrée,Étienne S.A.R.L.
11117,11117,2019-05-16,2019-05-19,livrée,Vallet et Fils
11118,11118,2021-09-18,2021-09-20,en attente,Guyot Lecoq S.A.S.
11119,11119,2020-03-02,2020-03-05,en attente,Loiseau Delaunay et Fils
11120,11120,2023-06-12,2023-06-16,en attente,Guichard Roger S.A.S.
11121,11121,2020-05-28,2020-06-01,en attente,Laurent
11122,11122,2021-05-27,2021-06-03,en cours,Barthelemy Clément S.A.R.L.
11123,11123,2022-07-19,2022-07-21,en attente,Chevallier François et Fils
11124,11124,2025-09-26,2025-10-01,en attente,Henry
11125,11125,2019-11-13,2019-11-17,en attente,Louis
11126,11126,2022-02-06,2022-02-08,en cours,Chevallier S.A.
11127,11127,2021-01-13,2021-01-17,livrée,Moreno
11128,11128,2019-10-14,2019-10-21,en cours,Duval Joly SARL
11129,11129,2024-05-23,2024-05-24,en cours,Colin SARL
11130,11130,2024-01-14,2024-01-21,en cours,Barre Marty et Fils
11131,11131,2020-10-16,2020-10-17,en cours,Jacob Costa S.A.
11132,11132,2025-03-05,2025-03-10,en attente,Lemoine Rocher S.A.S.
11133,11133,2024-04-13,2024-04-15,livrée,Wagner
11134,11134,2024-09-15,2024-09-19,livrée,Joseph et Fils
11135,11135,2022-09-08,2022-09-13,en cours,Perez Chrétien S.A.
11136,11136,2025-10-22,2025-10-27,livrée,Fabre S.A.S.
11137,11137,2021-01-12,2021-01-16,en attente,Martinez
11138,11138,2020-12-10,2020-12-11,livrée,Peltier Imbert S.A.S.
11139,11139,2024-04-20,2024-04-24,livrée,Hubert S.A.R.L.
11140,11140,2022-07-21,2022-07-25,en cours,Weber SA
11141,11141,2025-02-02,2025-02-06,livrée,Vincent
11142,11142,2023-10-04,2023-10-10,en cours,Ruiz
11143,11143,2021-09-25,2021-10-02,livrée,Gérard SARL
11144,11144,2020-10-13,2020-10-16,en cours,Tanguy
11145,11145,2021-02-23,2021-03-02,livrée,Dufour
11146,11146,2021-08-12,2021-08-16,en cours,Rousseau Gilles S.A.S.
11147,11147,2020-12-26,2021-01-02,livrée,Mahe S.A.S.
11148,11148,2019-11-27,2019-11-29,en attente,Voisin
11149,11149,2023-12-09,2023-12-14,en cours,Ferreira SA
11150,11150,2019-06-03,2019-06-08,en attente,Briand
11151,11151,2021-11-11,2021-11-13,en attente,Martel
11152,11152,2025-06-17,2025-06-21,en attente,Noël
11153,11153,2019-04-28,2019-05-03,en attente,Bodin
11154,11154,2024-07-16,2024-07-20,en cours,Henry
11155,11155,2019-11-15,2019-11-21,en attente,Thierry S.A.
11156,11156,2022-03-21,2022-03-23,livrée,Boucher
11157,11157,2023-11-08,2023-11-13,en attente,Buisson et Fils
11158,11158,2019-01-28,2019-01-30,en cours,Pineau
11159,11159,2023-07-27,2023-07-30,livrée,Salmon Imbert SA
11160,11160,2022-03-25,2022-03-26,en cours,Teixeira Pineau S.A.R.L.
11161,11161,2020-09-11,2020-09-18,en attente,Guérin
11162,11162,2022-08-20,2022-08-22,en attente,Pinto SA
11163,11163,2020-02-21,2020-02-25,en attente,Mathieu S.A.
11164,11164,2020-08-29,2020-09-01,en cours,Mathieu SARL
11165,11165,2024-03-15,2024-03-20,livrée,Seguin
11166,11166,2022-11-29,2022-12-02,livrée,Chauvet Fontaine S.A.
11167,11167,2022-06-21,2022-06-24,en cours,Mendès
11168,11168,2025-10-09,2025-10-11,en attente,Roy
11169,11169,2023-09-03,2023-09-06,en cours,Lesage Lucas S.A.
11170,11170,2022-02-14,2022-02-18,livrée,Berthelot
11171,11171,2024-09-29,2024-10-01,livrée,Boutin Bruneau S.A.R.L.
11172,11172,2021-02-09,2021-02-13,livrée,Dumas Jean S.A.S.
11173,11173,2019-12-23,2019-12-25,en attente,Raynaud Masse et Fils
11174,11174,2020-08-13,2020-08-17,en attente,Léger S.A.
11175,11175,2024-07-24,2024-07-26,en attente,Carre
11176,11176,2023-09-12,2023-09-19,en attente,Bonnet
11177,11177,2020-06-30,2020-07-04,en cours,Gaudin
11178,11178,2021-05-24,2021-05-25,en attente,Guillot
11179,11179,2019-05-10,2019-05-13,en cours,Legrand
11180,11180,2024-12-03,2024-12-07,livrée,Gérard S.A.R.L.
11181,11181,2022-01-11,2022-01-17,livrée,Lévêque
11182,11182,2025-09-27,2025-09-30,en attente,Roy S.A.
11183,11183,2024-03-27,2024-03-31,en cours,Pages Thierry SA
11184,11184,2025-09-19,2025-09-20,en cours,Breton
11185,11185,2019-08-27,2019-09-02,en cours,Lamy
11186,11186,2025-05-29,2025-06-03,livrée,Garnier SARL
11187,11187,2023-08-17,2023-08-18,livrée,Foucher
11188,11188,2023-01-30,2023-02-02,en attente,Mendès
11189,11189,2026-01-01,2026-01-04,livrée,Boulanger SARL
11190,11190,2025-12-22,2025-12-24,livrée,Cousin
11191,11191,2025-05-12,2025-05-15,en attente,Prévost Briand SARL
11192,11192,2023-07-19,2023-07-25,en cours,Maillard
11193,11193,2023-03-13,2023-03-15,en attente,Bousquet
11194,11194,2022-03-17,2022-03-19,en cours,Aubert
11195,11195,2025-03-17,2025-03-19,livrée,Ledoux Roger S.A.R.L.
11196,11196,2025-08-23,2025-08-24,en attente,Mary
11197,11197,2023-11-13,2023-11-15,en cours,Coulon Michaud SA
11198,11198,2019-04-11,2019-04-13,en cours,Lucas
11199,11199,2023-07-14,2023-07-21,en attente,Payet Le Gall SA
11200,11200,2021-02-07,2021-02-08,en cours,Perez
11201,11201,2022-09-16,2022-09-18,livrée,Peltier Meunier et Fils
11202,11202,2023-07-06,2023-07-11,livrée,Breton
11203,11203,2024-07-07,2024-07-09,en attente,Neveu
11204,11204,2025-01-31,2025-02-02,en attente,Bailly S.A.R.L.
11205,11205,2023-11-01,2023-11-05,livrée,Lebon
11206,11206,2019-06-21,2019-06-25,en cours,Hoareau
11207,11207,2025-11-27,2025-11-29,en attente,Bonnet
11208,11208,2022-05-27,2022-06-02,en cours,Fabre
11209,11209,2020-08-16,2020-08-21,livrée,Couturier
11210,11210,2021-02-05,2021-02-12,en cours,Thibault
11211,11211,2020-12-26,2020-12-31,livrée,Rousset
11212,11212,2020-12-26,2020-12-29,en cours,Blanchet
11213,11213,2019-03-04,2019-03-10,livrée,Collet
11214,11214,2021-09-18,2021-09-22,en attente,Alexandre
11215,11215,2023-08-30,2023-09-02,en cours,Blanchet Barthelemy S.A.
11216,11216,2020-02-18,2020-02-25,livrée,Lacroix
11217,11217,2019-08-12,2019-08-15,en attente,Rocher
11218,11218,2024-03-20,2024-03-26,livrée,Pottier Bouchet SARL
11219,11219,2024-08-09,2024-08-16,en attente,Blanchard
11220,11220,2022-08-13,2022-08-17,livrée,Delattre Baudry et Fils
11221,11221,2023-08-08,2023-08-12,en cours,Dupuy
11222,11222,2020-03-14,2020-03-19,en cours,Regnier Lejeune S.A.R.L.
11223,11223,2022-08-19,2022-08-22,en attente,Mahe
11224,11224,2023-08-07,2023-08-14,en attente,Lebreton
11225,11225,2021-10-04,2021-10-11,en attente,Lebon
11226,11226,2020-03-11,2020-03-17,livrée,Lamy S.A.
11227,11227,2024-07-22,2024-07-25,en attente,Costa SARL
11228,11228,2022-08-15,2022-08-19,livrée,Bodin
11229,11229,2023-02-28,2023-03-05,en cours,Le Goff S.A.S.
11230,11230,2024-11-29,2024-12-06,livrée,Dupuis
11231,11231,2024-01-21,2024-01-23,en attente,Weber Schneider et Fils
11232,11232,2021-03-01,2021-03-08,en cours,Pinto S.A.S.
11233,11233,2019-05-01,2019-05-04,en cours,Dufour
11234,11234,2021-07-15,2021-07-20,en attente,Thibault SARL
11235,11235,2021-12-04,2021-12-11,livrée,Maillot
11236,11236,2019-06-16,2019-06-20,livrée,Brunet
11237,11237,2025-06-01,2025-06-03,livrée,Chevalier
11238,11238,2019-05-25,2019-05-28,en cours,Merle Gillet SARL
11239,11239,2025-05-02,2025-05-04,en cours,Salmon
11240,11240,2023-06-06,2023-06-13,en attente,Godard Grenier SA
11241,11241,2024-07-31,2024-08-07,livrée,François
11242,11242,2025-12-01,2025-12-05,en cours,Pasquier Coulon et Fils
11243,11243,2023-05-26,2023-05-27,en attente,Bertin
11244,11244,2023-12-14,2023-12-20,en cours,Blin S.A.S.
11245,11245,2021-08-03,2021-08-04,en attente,Traore Tanguy SA
11246,11246,2024-01-16,2024-01-21,livrée,Pascal
11247,11247,2023-01-10,2023-01-11,en attente,Poulain
11248,11248,2024-09-03,2024-09-07,en attente,Pruvost
11249,11249,2021-12-03,2021-12-06,en attente,Gimenez S.A.
11250,11250,2021-01-28,2021-01-30,en attente,Blin
11251,11251,2023-01-10,2023-01-15,en attente,Duhamel Labbé S.A.R.L.
11252,11252,2021-07-03,2021-07-06,en attente,Da Costa
11253,11253,2025-02-01,2025-02-07,livrée,Riou SARL
11254,11254,2021-01-07,2021-01-12,livrée,Evrard Lagarde et Fils
11255,11255,2019-03-29,2019-04-01,livrée,Baron Gonzalez S.A.R.L.
11256,11256,2023-06-28,2023-07-01,en cours,Barbe SARL
11257,11257,2020-02-06,2020-02-12,en attente,Barre Berthelot S.A.S.
11258,11258,2020-02-20,2020-02-23,livrée,Chevalier Guilbert SA
11259,11259,2022-07-16,2022-07-22,en attente,Vallée
11260,11260,2019-09-27,2019-10-01,en cours,Lecomte
11261,11261,2023-06-12,2023-06-17,livrée,Hubert
11262,11262,2021-09-10,2021-09-17,en attente,Rousset
11263,11263,2019-11-20,2019-11-23,en attente,Garnier
11264,11264,2022-03-20,2022-03-23,en cours,Clerc
11265,11265,2022-09-25,2022-10-02,en cours,Henry Becker SA
11266,11266,2019-05-06,2019-05-09,en attente,Moreau Lesage S.A.S.
11267,11267,2023-05-29,2023-06-01,en attente,Leleu S.A.S.
11268,11268,2020-01-24,2020-01-30,livrée,Colas Lacombe SARL
11269,11269,2019-11-20,2019-11-27,livrée,Besson
11270,11270,2022-07-16,2022-07-22,en attente,Le Gall
11271,11271,2021-03-12,2021-03-19,en attente,Vincent
11272,11272,2020-05-11,2020-05-12,en attente,Ferreira
11273,11273,2023-06-13,2023-06-18,en cours,Perrier
11274,11274,2021-05-19,2021-05-26,en attente,Laroche
11275,11275,2021-04-06,2021-04-11,livrée,Mathieu Lefèvre SA
11276,11276,2023-06-02,2023-06-09,livrée,Giraud
11277,11277,2019-07-19,2019-07-20,livrée,Guichard
11278,11278,2021-04-29,2021-05-01,livrée,Guibert
11279,11279,2021-10-10,2021-10-15,en attente,Legrand
11280,11280,2022-02-06,2022-02-10,en cours,Fleury Jacquot SARL
11281,11281,2019-03-20,2019-03-25,en attente,Guyon S.A.R.L.
11282,11282,2024-06-13,2024-06-14,livrée,Deschamps
11283,11283,2025-06-04,2025-06-11,en attente,Bruneau Pasquier et Fils
11284,11284,2025-01-11,2025-01-16,en attente,Raymond
11285,11285,2023-12-03,2023-12-09,livrée,Buisson
11286,11286,2021-05-29,2021-06-02,en attente,Dupont S.A.R.L.
11287,11287,2020-11-24,2020-11-30,en cours,Rey Joly SARL
11288,11288,2019-11-08,2019-11-10,en cours,Barthelemy S.A.R.L.
11289,11289,2021-05-31,2021-06-06,livrée,Leclerc et Fils
11290,11290,2019-03-19,2019-03-21,en attente,Paris S.A.S.
11291,11291,2021-07-26,2021-07-27,en cours,Renaud Thibault S.A.R.L.
11292,11292,2023-10-29,2023-10-30,en cours,Maillet Michel SARL
11293,11293,2020-06-10,2020-06-14,en cours,Collet
11294,11294,2023-10-04,2023-10-10,en cours,Lesage et Fils
11295,11295,2019-04-03,2019-04-06,en cours,Allain Bouvet SA
11296,11296,2022-12-29,2023-01-04,en cours,Martins et Fils
11297,11297,2020-07-15,2020-07-18,en attente,Charpentier
11298,11298,2019-03-31,2019-04-06,en cours,Simon
11299,11299,2023-11-29,2023-12-06,en attente,Menard
11300,11300,2021-02-26,2021-02-27,livrée,Buisson
11301,11301,2022-05-22,2022-05-29,en attente,Daniel
11302,11302,2020-10-22,2020-10-26,en cours,Delattre et Fils
11303,11303,2025-04-01,2025-04-05,livrée,Lebon SARL
11304,11304,2023-09-09,2023-09-13,en cours,Guyon Guibert SA
11305,11305,2021-08-02,2021-08-05,livrée,Durand
11306,11306,2019-08-17,2019-08-19,livrée,Gautier
11307,11307,2023-12-19,2023-12-25,livrée,Julien
11308,11308,2023-06-03,2023-06-09,en cours,Delmas Clerc et Fils
11309,11309,2024-08-30,2024-09-04,en cours,Guilbert S.A.R.L.
11310,11310,2021-02-12,2021-02-16,livrée,Dubois
11311,11311,2022-01-16,2022-01-17,en attente,Renaud S.A.S.
11312,11312,2024-06-01,2024-06-06,en attente,Carre Léger SA
11313,11313,2025-07-13,2025-07-18,en cours,Gonzalez Rossi S.A.
11314,11314,2022-07-11,2022-07-12,en cours,Navarro
11315,11315,2020-08-02,2020-08-09,livrée,Riou
11316,11316,2020-02-18,2020-02-21,en cours,Roche
11317,11317,2022-01-13,2022-01-18,livrée,Pruvost S.A.S.
11318,11318,2020-05-27,2020-06-02,en attente,Garnier et Fils
11319,11319,2021-05-16,2021-05-21,livrée,Auger
11320,11320,2021-03-20,2021-03-24,en cours,Fischer
11321,11321,2022-02-04,2022-02-06,en attente,Bègue
11322,11322,2024-07-01,2024-07-03,livrée,Le Roux et Fils
11323,11323,2020-04-15,2020-04-17,en cours,Ribeiro Regnier SA
11324,11324,2022-07-23,2022-07-28,en attente,Thibault
11325,11325,2025-01-20,2025-01-27,en cours,Perret
11326,11326,2019-02-04,2019-02-08,en attente,Fabre SARL
11327,11327,2024-01-23,2024-01-30,en attente,Barre
11328,11328,2023-09-13,2023-09-16,livrée,Ramos Guichard S.A.R.L.
11329,11329,2023-03-20,2023-03-25,livrée,Charpentier Martel SARL
11330,11330,2023-05-02,2023-05-03,en cours,Durand SA
11331,11331,2023-07-15,2023-07-20,en attente,Bonnin SARL
11332,11332,2024-03-23,2024-03-29,en cours,Dias
11333,11333,2022-09-28,2022-09-29,livrée,Étienne
11334,11334,2020-01-18,2020-01-25,livrée,Leconte
11335,11335,2025-11-19,2025-11-24,en attente,Hernandez
11336,11336,2024-03-31,2024-04-05,en cours,Ramos SARL
11337,11337,2025-05-06,2025-05-13,livrée,Delannoy Normand S.A.R.L.
11338,11338,2025-10-15,2025-10-21,en attente,Pelletier
11339,11339,2020-03-03,2020-03-05,en attente,Reynaud
11340,11340,2025-01-12,2025-01-16,en attente,Sanchez Lemoine S.A.
11341,11341,2021-08-14,2021-08-20,livrée,Raynaud Robin S.A.R.L.
11342,11342,2019-08-10,2019-08-14,en attente,Berthelot SA
11343,11343,2020-12-27,2020-12-28,en attente,Seguin Diaz S.A.R.L.
11344,11344,2025-09-30,2025-10-01,livrée,Courtois Charrier SA
11345,11345,2023-06-16,2023-06-17,livrée,Leroy SA
11346,11346,2025-06-15,2025-06-22,livrée,Salmon
11347,11347,2019-01-25,2019-01-31,livrée,Fouquet Léger S.A.S.
11348,11348,2024-03-29,2024-04-03,en attente,Caron et Fils
11349,11349,2024-09-22,2024-09-28,livrée,Lefebvre
11350,11350,2024-10-03,2024-10-04,en cours,Guillaume Pelletier et Fils
11351,11351,2021-12-02,2021-12-04,en cours,Morin
11352,11352,2022-11-23,2022-11-24,livrée,Marion S.A.R.L.
11353,11353,2019-12-18,2019-12-23,en cours,Mallet
11354,11354,2021-06-30,2021-07-07,livrée,Moreno S.A.R.L.
11355,11355,2024-07-21,2024-07-24,en attente,Laporte Le Goff S.A.R.L.
11356,11356,2024-11-01,2024-11-02,livrée,Costa Camus SARL
11357,11357,2020-07-21,2020-07-27,livrée,Bertin
11358,11358,2025-02-10,2025-02-15,en attente,Collin
11359,11359,2020-05-26,2020-06-02,en cours,Poulain
11360,11360,2025-03-08,2025-03-15,en attente,Raynaud S.A.
11361,11361,2022-01-19,2022-01-26,livrée,Traore Moreau S.A.
11362,11362,2019-06-08,2019-06-11,livrée,Guillot SA
11363,11363,2021-09-18,2021-09-22,en cours,Letellier
11364,11364,2019-03-02,2019-03-08,livrée,Barre
11365,11365,2022-03-23,2022-03-28,livrée,Mary
11366,11366,2021-10-31,2021-11-05,en attente,Besnard
11367,11367,2023-03-12,2023-03-18,en attente,Robert S.A.R.L.
11368,11368,2024-01-13,2024-01-19,en attente,Bonnet
11369,11369,2022-05-07,2022-05-11,en attente,Guilbert et Fils
11370,11370,2022-08-27,2022-08-30,livrée,Bailly
11371,11371,2025-01-18,2025-01-20,en attente,Vaillant S.A.R.L.
11372,11372,2019-06-26,2019-07-03,livrée,Lacroix
11373,11373,2020-12-03,2020-12-09,en cours,Schmitt et Fils
11374,11374,2023-10-25,2023-10-27,en attente,Schneider S.A.S.
11375,11375,2019-09-19,2019-09-21,en cours,Robin
11376,11376,2020-10-17,2020-10-19,livrée,Delahaye
11377,11377,2019-03-01,2019-03-02,en attente,Baudry SARL
11378,11378,2022-12-03,2022-12-04,en cours,Imbert
11379,11379,2019-11-08,2019-11-09,livrée,Lesage
11380,11380,2023-09-03,2023-09-09,livrée,Jourdan Georges S.A.S.
11381,11381,2020-07-23,2020-07-29,livrée,Brunel Fleury S.A.
11382,11382,2020-01-02,2020-01-08,en cours,Roger
11383,11383,2024-02-21,2024-02-24,en attente,Fernandes
11384,11384,2019-03-11,2019-03-18,en attente,Mendès
11385,11385,2020-06-05,2020-06-10,en cours,Gaudin
11386,11386,2022-06-26,2022-07-03,en cours,Devaux SA
11387,11387,2025-02-26,2025-03-01,en attente,Bourgeois
11388,11388,2020-06-29,2020-07-04,livrée,Hoarau
11389,11389,2022-05-20,2022-05-21,en cours,Gimenez Blot S.A.
11390,11390,2024-05-18,2024-05-19,en attente,Salmon Maillard SARL
11391,11391,2019-03-26,2019-03-28,livrée,Muller S.A.S.
11392,11392,2024-06-26,2024-07-03,en attente,Perrier De Oliveira SARL
11393,11393,2022-11-15,2022-11-17,en cours,Dias S.A.
11394,11394,2022-07-12,2022-07-18,en cours,Meyer S.A.
11395,11395,2019-03-26,2019-04-01,en attente,Daniel
11396,11396,2022-12-24,2022-12-28,en cours,Carre
11397,11397,2023-03-22,2023-03-29,en cours,Duhamel Hoareau SARL
11398,11398,2025-04-15,2025-04-20,livrée,Vincent
11399,11399,2025-12-18,2025-12-20,en cours,Lelièvre Da Silva S.A.
11400,11400,2020-06-30,2020-07-07,en attente,Bernier S.A.
11401,11401,2019-04-09,2019-04-10,en attente,Peron Lombard S.A.R.L.
11402,11402,2025-06-15,2025-06-21,livrée,Dos Santos Gomes S.A.
11403,11403,2024-10-06,2024-10-07,livrée,Lefèvre Lefort S.A.S.
11404,11404,2022-08-24,2022-08-28,livrée,Muller
11405,11405,2019-05-08,2019-05-14,en cours,Rodrigues
11406,11406,2021-03-16,2021-03-17,en attente,Gérard
11407,11407,2022-09-28,2022-10-04,en attente,Brunet SA
11408,11408,2021-01-12,2021-01-17,livrée,Gauthier
11409,11409,2020-12-07,2020-12-11,livrée,Rolland Guillon S.A.R.L.
11410,11410,2022-05-12,2022-05-15,en cours,Besson
