id_commande,id_client,date_commande,statut_commande,montant_total,mode_commande
10740,3583,2025-01-13,livrée,741.76,mobile
10741,3893,2025-03-01,expédiée,1337.74,web
10742,2004,2019-08-11,en cours,1506.24,web
10743,3617,2020-07-11,échouée,381.22,web
10744,2856,2025-05-15,expédiée,722.46,web
10745,5051,2024-05-18,livrée,139.1,mobile
10746,4083,2022-08-14,expédiée,1284.03,web
10747,518,2020-10-21,livrée,1288.62,web
10748,202,2019-04-12,en cours,1302.7,web
10749,5660,2019-01-19,échouée,245.04,web
10750,1134,2021-06-12,livrée,1368.98,mobile
10751,3489,2023-07-25,en cours,317.85,web
10752,2350,2022-04-29,expédiée,1554.36,mobile
10753,1099,2023-06-13,livrée,1319.21,web
10754,5858,2019-04-19,en cours,118.34,mobile
10755,4880,2019-02-12,en cours,912.45,web
10756,1990,2020-02-29,livrée,1699.61,mobile
10757,5051,2023-02-21,expédiée,1077.51,web
10758,1733,2020-11-22,expédiée,105.14,web
10759,4956,2024-03-27,en cours,877.77,mobile
10760,2593,2023-10-26,en cours,1738.22,web
10761,4575,2021-12-13,expédiée,1500.91,web
10762,1035,2024-07-03,expédiée,172.5,mobile
10763,5055,2024-10-17,en cours,477.59,mobile
10764,162,2021-06-25,expédiée,193.12,mobile
10765,4976,2019-10-31,échouée,131.67,mobile
10766,714,2022-04-20,expédiée,1810.2,web
10767,3393,2024-01-12,en cours,1205.86,mobile
10768,2266,2022-03-24,échouée,973.52,web
10769,4167,2023-11-25,livrée,121.44,mobile
10770,4045,2022-07-12,échouée,1419.5,web
10771,884,2020-06-03,échouée,1759.14,web
10772,1044,2021-05-23,en cours,1655.4,web
10773,4208,2022-01-13,échouée,1583.56,mobile
10774,3972,2023-03-17,livrée,1729.54,mobile
10775,5514,2025-09-02,livrée,882.17,mobile
10776,4130,2021-05-10,livrée,659.27,mobile
10777,1897,2025-12-03,en cours,664.33,mobile
10778,3837,2023-02-02,livrée,53.51,mobile
10779,3105,2020-02-01,échouée,1573.62,mobile
10780,1842,2019-12-08,échouée,1331.89,web
10781,107,2021-05-14,en cours,785.94,mobile
10782,2008,2025-01-04,livrée,340.26,web
10783,4469,2022-09-07,échouée,701.36,web
10784,4339,2023-02-20,expédiée,308.58,web
10785,2592,2025-04-28,livrée,788.03,web
10786,4097,2022-12-08,livrée,58.61,web
10787,2425,2025-09-21,livrée,1499.52,mobile
10788,1591,2025-08-20,échouée,1891.24,web
10789,2437,2025-12-17,en cours,1449.1,web
10790,4042,2020-09-17,expédiée,1149.37,web
10791,5746,2022-10-15,expédiée,1908.06,mobile
10792,3967,2020-09-29,livrée,790.96,mobile
10793,2420,2024-06-17,expédiée,114.63,mobile
10794,4964,2020-08-18,livrée,423.49,mobile
10795,1304,2019-02-26,expédiée,1398.85,mobile
10796,3614,2019-03-23,en cours,1964.61,web
10797,3777,2024-06-01,en cours,1791.68,mobile
10798,4226,2021-11-05,en cours,1125.64,web
10799,2704,2021-03-23,expédiée,1756.12,web
10800,3559,2025-02-11,en cours,1813.9,web
10801,5520,2025-04-29,expédiée,403.87,web
10802,3199,2025-05-06,expédiée,473.86,mobile
10803,1468,2019-03-31,échouée,1264.51,web
10804,1680,2022-10-29,en cours,543.82,mobile
10805,4099,2019-01-18,en cours,463.05,mobile
10806,4155,2025-10-04,expédiée,160.6,web
10807,342,2020-09-07,expédiée,1376.56,web
10808,3837,2019-07-21,livrée,1746.33,web
10809,5808,2025-04-01,livrée,164.08,mobile
10810,669,2022-03-09,livrée,1768.83,mobile
10811,2938,2024-08-23,échouée,1412.86,mobile
10812,3709,2024-08-06,en cours,1496.12,web
10813,5662,2025-05-20,livrée,1767.68,mobile
10814,98,2022-05-09,livrée,155.48,mobile
10815,2359,2025-05-06,en cours,1326.51,web
10816,3415,2019-06-13,en cours,907.18,mobile
10817,734,2023-11-21,livrée,1846.05,web
10818,5634,2019-08-26,échouée,1652.14,mobile
10819,1520,2021-07-01,en cours,884.96,mobile
10820,219,2022-05-06,échouée,426.02,mobile
10821,4310,2024-03-24,en cours,74.49,mobile
10822,5694,2022-11-21,en cours,662.67,web
10823,3656,2025-02-27,livrée,1095.67,web
10824,285,2025-06-09,expédiée,504.35,mobile
10825,5873,2020-12-03,expédiée,1097.68,web
10826,5275,2023-05-09,en cours,284.65,mobile
10827,4368,2024-03-17,expédiée,243.0,mobile
10828,2285,2024-09-23,livrée,1049.12,mobile
10829,5889,2021-02-06,expédiée,1370.9,web
10830,2744,2020-04-13,en cours,1247.59,web
10831,4352,2019-03-04,en cours,59.28,mobile
10832,686,2019-11-18,livrée,283.41,web
10833,3039,2024-04-06,livrée,814.43,mobile
10834,1135,2020-12-03,livrée,1227.9,mobile
10835,1174,2025-06-17,livrée,1714.45,mobile
10836,2251,2020-11-22,échouée,1194.66,mobile
10837,486,2020-08-31,livrée,1638.56,mobile
10838,1014,2021-12-07,expédiée,831.73,web
10839,5057,2020-09-27,livrée,1885.4,web
10840,3900,2024-07-08,livrée,1283.48,mobile
10841,890,2025-06-29,livrée,204.73,mobile
10842,3931,2025-04-19,livrée,1779.22,mobile
10843,2732,2025-05-06,expédiée,173.34,web
10844,4889,2025-04-07,livrée,1826.98,mobile
10845,2316,2020-04-17,échouée,1815.67,web
10846,3116,2019-08-16,livrée,1066.57,mobile
10847,2825,2020-10-07,en cours,653.98,web
10848,1370,2019-05-10,livrée,233.72,mobile
10849,3590,2024-12-06,en cours,86.37,web
10850,1190,2020-04-19,échouée,1460.45,web
10851,2381,2022-02-01,échouée,900.93,mobile
10852,1354,2020-10-08,en cours,1510.52,web
10853,3581,2023-10-22,échouée,637.64,web
10854,1469,2022-05-30,échouée,415.39,web
10855,3569,2019-01-15,livrée,151.29,mobile
10856,2083,2025-08-12,livrée,1992.78,web
10857,4781,2025-09-06,échouée,1256.61,mobile
10858,3619,2019-08-26,échouée,976.06,mobile
10859,1408,2024-02-09,expédiée,1673.93,mobile
10860,488,2024-05-01,échouée,34.38,web
10861,4420,2022-08-26,échouée,232.15,mobile
10862,5425,2025-04-27,livrée,1863.38,mobile
10863,359,2022-03-24,en cours,571.34,mobile
10864,1983,2023-09-18,livrée,1526.47,mobile
10865,5816,2022-03-22,échouée,30.82,web
10866,4839,2024-08-10,expédiée,1062.73,web
10867,4868,2024-02-05,échouée,528.7,mobile
10868,2458,2019-05-30,en cours,302.51,web
10869,1546,2020-06-21,livrée,1666.01,mobile
10870,1006,2021-09-03,expédiée,201.12,mobile
10871,4122,2025-11-30,échouée,1185.13,web
10872,2430,2025-12-28,expédiée,1717.75,mobile
10873,2087,2021-06-06,en cours,657.43,mobile
10874,439,2025-04-27,échouée,1333.96,mobile
10875,985,2022-10-14,livrée,1230.48,web
10876,5958,2021-05-16,échouée,978.96,web
10877,2432,2019-06-12,livrée,26.28,mobile
10878,1172,2025-02-16,échouée,924.64,mobile
10879,799,2024-12-21,échouée,555.83,mobile
10880,1732,2024-01-04,en cours,401.44,mobile
10881,4180,2025-09-06,échouée,779.97,mobile
10882,2551,2020-09-23,expédiée,1776.68,mobile
10883,4363,2025-02-24,expédiée,357.36,mobile
10884,4234,2025-06-06,expédiée,806.62,mobile
10885,5017,2023-01-07,échouée,662.57,mobile
10886,4506,2021-05-10,livrée,1934.38,web
10887,1099,2022-04-24,en cours,1371.83,mobile
10888,2566,2019-11-03,expédiée,706.04,mobile
10889,5974,2025-06-29,en cours,1657.31,web
10890,3745,2020-02-09,expédiée,926.08,mobile
10891,5600,2019-10-28,expédiée,617.62,web
10892,5388,2020-01-03,en cours,1091.32,web
10893,4258,2025-02-17,en cours,718.2,mobile
10894,4939,2022-03-11,en cours,794.62,web
10895,3699,2025-05-29,expédiée,1965.55,mobile
10896,3971,2020-05-26,expédiée,224.02,mobile
10897,4911,2021-05-03,en cours,1403.91,web
10898,2653,2021-06-08,en cours,1631.87,mobile
10899,2475,2019-05-29,en cours,260.91,mobile
10900,1576,2023-08-12,livrée,280.18,web
10901,2924,2024-07-04,en cours,428.43,web
10902,2868,2024-01-18,livrée,1024.2,web
10903,5062,2023-01-04,échouée,899.34,mobile
10904,155,2022-03-08,en cours,264.73,web
10905,1217,2021-10-16,expédiée,146.49,mobile
10906,2259,2022-11-16,expédiée,165.26,web
10907,2764,2022-10-01,échouée,1973.2,web
10908,910,2024-10-30,échouée,483.03,web
10909,1739,2025-06-03,échouée,591.49,web
10910,3054,2021-08-17,échouée,31.93,web
10911,4449,2025-02-24,en cours,661.97,web
10912,5746,2019-12-19,en cours,1430.01,web
10913,5786,2025-01-09,échouée,1614.96,mobile
10914,4540,2022-11-18,en cours,247.66,mobile
10915,1715,2025-07-21,en cours,1080.45,mobile
10916,1072,2022-11-30,échouée,743.6,mobile
10917,5342,2022-12-27,livrée,773.25,mobile
10918,2442,2022-03-19,livrée,400.39,web
10919,5221,2023-10-27,livrée,898.74,mobile
10920,4821,2025-02-27,livrée,915.4,mobile
10921,3521,2024-01-30,expédiée,1171.88,mobile
10922,3556,2023-09-27,en cours,841.93,mobile
10923,4202,2023-06-10,expédiée,383.43,web
10924,1070,2025-03-19,échouée,1499.07,mobile
10925,4457,2025-07-12,en cours,1829.52,mobile
10926,2251,2023-04-23,échouée,714.97,web
10927,737,2022-05-14,échouée,1611.99,web
10928,1521,2023-01-08,livrée,1699.14,mobile
10929,1870,2024-01-30,livrée,347.23,mobile
10930,671,2022-10-21,livrée,1377.0,web
10931,4846,2020-01-08,livrée,1674.36,mobile
10932,4884,2025-06-15,livrée,936.18,mobile
10933,4424,2021-04-25,échouée,169.65,web
10934,3501,2024-06-07,livrée,819.76,web
10935,3203,2021-06-27,échouée,473.39,mobile
10936,2046,2023-05-25,échouée,1303.05,mobile
10937,4876,2019-12-08,livrée,630.78,mobile
10938,275,2023-01-01,livrée,1825.47,web
10939,4808,2024-04-13,en cours,618.94,mobile
10940,88,2019-08-29,livrée,1248.93,web
10941,906,2025-12-24,expédiée,1823.04,mobile
10942,4419,2019-05-20,expédiée,50.72,mobile
10943,5647,2019-06-18,en cours,534.36,mobile
10944,4924,2025-11-03,livrée,241.58,web
10945,918,2024-12-19,échouée,1156.05,mobile
10946,4883,2023-02-05,échouée,1789.45,mobile
10947,3130,2021-02-03,échouée,996.94,mobile
10948,2946,2022-08-31,livrée,24.84,mobile
10949,783,2023-08-21,livrée,1224.24,web
10950,2365,2023-09-09,expédiée,970.93,web
10951,1644,2024-04-27,échouée,1905.74,web
10952,2622,2020-10-28,livrée,1257.23,mobile
10953,5753,2021-10-12,en cours,480.51,mobile
10954,4816,2021-06-21,en cours,945.59,web
10955,3629,2024-08-12,livrée,1950.84,mobile
10956,3874,2022-05-14,en cours,1102.34,mobile
10957,2324,2025-03-08,livrée,1044.39,mobile
10958,3097,2024-05-07,expédiée,1737.91,mobile
10959,3807,2020-07-08,livrée,1516.14,web
10960,3795,2022-05-08,livrée,1306.23,mobile
10961,1311,2023-08-25,échouée,809.78,web
10962,3911,2025-01-19,échouée,1019.18,web
10963,222,2024-06-21,livrée,1046.61,web
10964,5059,2024-10-09,échouée,1628.04,mobile
10965,5036,2020-10-05,échouée,995.87,mobile
10966,3912,2022-08-05,livrée,86.43,mobile
10967,444,2023-10-14,livrée,746.94,mobile
10968,5194,2024-06-20,livrée,175.12,web
10969,3841,2020-02-18,expédiée,1525.59,mobile
10970,3020,2023-08-26,en cours,986.7,web
10971,1580,2022-03-08,livrée,1106.21,web
10972,1204,2024-03-27,expédiée,1029.97,mobile
10973,3657,2025-10-10,expédiée,1765.64,web
10974,2691,2019-04-26,expédiée,324.27,web
10975,606,2022-06-13,expédiée,1102.89,mobile
10976,5254,2023-09-19,échouée,1775.62,web
10977,3213,2022-03-21,expédiée,656.62,web
10978,3765,2024-12-12,en cours,869.88,mobile
10979,2912,2022-04-02,expédiée,787.65,mobile
10980,5760,2021-01-09,en cours,1017.33,mobile
10981,1408,2020-07-27,échouée,1727.33,mobile
10982,1176,2019-10-13,en cours,1180.44,web
10983,5507,2024-06-24,en cours,1294.53,web
10984,518,2020-04-26,échouée,696.54,mobile
10985,176,2020-07-31,expédiée,941.07,web
10986,2227,2020-01-09,expédiée,1137.99,web
10987,308,2020-11-28,livrée,1538.55,web
10988,5660,2025-05-13,livrée,966.69,mobile
10989,1520,2023-08-09,expédiée,318.95,web
10990,1060,2023-04-10,échouée,333.61,web
10991,5583,2021-06-09,échouée,1063.31,mobile
10992,1144,2023-03-05,en cours,632.54,mobile
10993,987,2019-02-25,expédiée,506.57,mobile
10994,1352,2024-02-12,en cours,1718.77,mobile
10995,5039,2024-08-14,échouée,1953.13,mobile
10996,4140,2021-05-07,livrée,1796.2,mobile
10997,3581,2024-01-04,en cours,1830.03,mobile
10998,4009,2025-07-31,expédiée,323.93,mobile
10999,3729,2024-02-10,échouée,1240.61,mobile
11000,4138,2023-05-21,expédiée,1798.12,web
11001,594,2024-07-17,livrée,249.99,mobile
11002,4046,2019-09-10,échouée,52.17,web
11003,1670,2023-05-11,livrée,237.99,mobile
11004,2931,2020-05-23,en cours,969.91,web
11005,397,2019-07-15,livrée,646.44,mobile
11006,4379,2022-02-23,en cours,276.9,mobile
11007,2504,2025-04-26,expédiée,1697.82,web
11008,5369,2019-08-26,en cours,1370.61,web
11009,480,2024-03-13,en cours,993.77,web
11010,5101,2025-08-21,expédiée,462.54,mobile
11011,2638,2023-02-10,expédiée,456.79,mobile
11012,5820,2022-06-18,livrée,1765.84,mobile
11013,3299,2025-08-06,livrée,867.71,web
11014,210,2022-08-21,livrée,932.7,web
11015,1100,2024-10-31,échouée,1301.05,mobile
11016,4649,2021-10-17,en cours,154.07,mobile
11017,125,2022-02-08,en cours,747.72,web
11018,3278,2025-10-17,échouée,1938.98,web
11019,1734,2019-03-23,expédiée,306.19,web
11020,3187,2021-05-23,expédiée,455.6,web
11021,3973,2025-11-07,en cours,1138.12,mobile
11022,763,2024-10-08,échouée,1548.96,mobile
11023,3853,2023-08-08,en cours,574.95,mobile
11024,5028,2024-10-31,expédiée,1160.14,mobile
11025,3724,2019-04-28,échouée,806.13,mobile
11026,1105,2024-10-20,expédiée,1293.93,web
11027,559,2020-07-09,livrée,1060.88,mobile
11028,2675,2025-03-09,échouée,742.12,mobile
11029,1884,2023-10-14,expédiée,1632.72,web
11030,2407,2023-06-20,en cours,1963.8,mobile
11031,4667,2020-04-12,en cours,789.56,web
11032,1566,2021-04-25,en cours,990.97,web
11033,1720,2023-10-24,expédiée,27.48,mobile
11034,4754,2022-10-13,livrée,45.16,web
11035,4265,2023-11-17,échouée,620.14,mobile
11036,1577,2019-11-07,expédiée,1521.75,mobile
11037,1571,2022-02-10,livrée,48.05,mobile
11038,5306,2020-05-18,en cours,369.38,mobile
11039,4326,2024-06-26,échouée,642.64,web
11040,1912,2025-11-05,livrée,1834.49,web
11041,5203,2023-10-02,échouée,203.8,mobile
11042,1343,2024-07-30,livrée,1608.72,web
11043,3045,2025-12-27,échouée,1269.25,mobile
11044,5062,2023-07-29,échouée,29.74,mobile
11045,2375,2022-08-05,livrée,748.28,web
11046,3166,2022-12-07,livrée,605.57,mobile
11047,1157,2021-10-05,expédiée,1271.58,mobile
11048,5222,2024-03-17,expédiée,1002.8,web
11049,3213,2019-07-24,en cours,1046.76,mobile
11050,5346,2024-03-04,en cours,828.64,mobile
11051,5756,2024-07-09,livrée,102.42,mobile
11052,1144,2022-01-03,expédiée,1457.38,mobile
11053,4278,2019-07-06,livrée,1341.1,web
11054,713,2020-04-02,livrée,664.87,mobile
11055,5394,2023-12-19,échouée,1443.3,web
11056,3793,2022-08-23,expédiée,1914.8,web
11057,4098,2024-01-12,en cours,1055.73,web
11058,4611,2019-07-14,échouée,443.14,mobile
11059,2992,2024-07-15,expédiée,1784.41,mobile
11060,4006,2025-11-12,échouée,1679.84,mobile
11061,1176,2025-06-06,livrée,727.74,mobile
11062,5855,2024-08-24,en cours,241.63,mobile
11063,2412,2025-12-18,échouée,846.16,web
11064,919,2020-03-22,livrée,1121.33,web
11065,2683,2019-06-07,livrée,849.74,web
11066,4974,2022-10-11,en cours,1076.41,web
11067,951,2019-06-06,échouée,332.05,mobile
11068,1449,2021-01-16,échouée,701.09,mobile
11069,5253,2020-10-12,en cours,947.7,mobile
11070,368,2021-06-29,expédiée,1723.86,mobile
11071,5872,2022-01-24,livrée,450.96,web
11072,4650,2020-01-08,en cours,1956.8,mobile
11073,2914,2025-01-31,échouée,537.63,web
11074,1934,2020-08-24,livrée,1710.87,mobile
11075,2166,2020-06-04,livrée,562.44,web
11076,162,2021-10-21,livrée,284.3,web
11077,2771,2025-04-10,expédiée,406.68,web
11078,3625,2023-04-17,en cours,150.99,web
11079,4242,2022-11-12,expédiée,1649.9,web
11080,853,2020-07-05,expédiée,537.98,mobile
11081,3827,2020-12-14,livrée,176.54,mobile
11082,2345,2019-05-01,expédiée,425.38,mobile
11083,45,2024-06-09,en cours,784.14,web
11084,2488,2021-02-22,expédiée,1201.88,web
11085,501,2025-09-15,en cours,619.09,mobile
11086,376,2025-11-02,échouée,331.44,mobile
11087,4747,2024-12-12,livrée,32.86,mobile
11088,3893,2019-09-28,en cours,1161.4,mobile
11089,5031,2020-09-01,échouée,324.66,web
11090,4107,2020-11-15,échouée,197.97,mobile
11091,4781,2021-01-27,en cours,136.12,web
11092,3468,2025-01-27,en cours,1068.66,mobile
11093,3242,2022-07-09,livrée,308.11,mobile
11094,368,2023-03-09,échouée,1602.66,web
11095,4996,2025-01-08,en cours,149.13,mobile
11096,2385,2020-01-25,expédiée,717.22,web
11097,5427,2023-10-29,échouée,1511.0,web
11098,3813,2025-01-19,livrée,160.53,web
11099,5883,2019-05-16,expédiée,718.89,mobile
11100,882,2025-12-26,expédiée,135.12,web
11101,1331,2024-05-03,en cours,667.46,mobile
11102,4763,2025-08-25,expédiée,1213.85,mobile
11103,2426,2021-03-18,en cours,943.2,mobile
11104,1318,2020-08-01,échouée,222.55,web
11105,5530,2022-10-13,expédiée,1781.66,web
11106,1649,2022-08-06,en cours,1718.49,web
11107,1906,2020-03-03,expédiée,1521.71,mobile
11108,4491,2020-02-23,livrée,483.64,web
11109,5735,2023-06-06,expédiée,458.26,mobile
11110,5761,2022-08-08,échouée,1359.76,mobile
11111,5663,2020-08-24,échouée,649.02,mobile
11112,2799,2019-08-02,livrée,493.37,web
11113,246,2023-10-26,expédiée,1211.9,web
11114,5255,2021-07-03,échouée,111.9,mobile
11115,5107,2020-12-15,livrée,1227.43,web
11116,3855,2023-04-09,échouée,218.81,mobile
11117,3151,2019-05-13,en cours,1547.11,mobile
11118,5380,2021-09-16,expédiée,474.34,web
11119,1960,2020-02-29,expédiée,1778.43,mobile
11120,2047,2023-06-10,expédiée,1543.19,web
11121,3434,2020-05-27,échouée,1331.78,web
11122,5805,2021-05-26,échouée,403.95,mobile
11123,1822,2022-07-17,en cours,896.09,mobile
11124,4734,2025-09-23,expédiée,700.08,web
11125,1709,2019-11-10,en cours,1855.7,web
11126,978,2022-02-04,en cours,554.11,web
11127,436,2021-01-13,échouée,1645.27,web
11128,262,2019-10-14,livrée,1253.3,web
11129,3753,2024-05-22,expédiée,925.36,web
11130,111,2024-01-12,livrée,1110.43,mobile
11131,2446,2020-10-14,expédiée,1705.9,web
11132,3504,2025-03-05,échouée,525.54,mobile
11133,5738,2024-04-11,livrée,1360.28,web
11134,4640,2024-09-13,en cours,595.05,mobile
11135,1615,2022-09-06,en cours,1158.35,web
11136,3828,2025-10-19,en cours,212.81,web
11137,700,2021-01-12,expédiée,1452.58,web
11138,4038,2020-12-07,échouée,1638.22,mobile
11139,4355,2024-04-19,expédiée,610.4,web
11140,5137,2022-07-20,échouée,107.65,web
11141,2233,2025-01-31,échouée,289.32,mobile
11142,5468,2023-10-04,expédiée,777.54,web
11143,4948,2021-09-23,expédiée,1890.48,mobile
11144,3884,2020-10-10,échouée,904.93,web
11145,234,2021-02-21,échouée,1607.83,mobile
11146,5876,2021-08-09,expédiée,1920.59,mobile
11147,195,2020-12-26,livrée,1530.87,mobile
11148,248,2019-11-26,expédiée,1177.88,web
11149,5384,2023-12-09,livrée,1304.68,mobile
11150,2353,2019-06-01,échouée,620.03,mobile
11151,2898,2021-11-08,en cours,247.28,web
11152,4009,2025-06-16,expédiée,1048.3,mobile
11153,2369,2019-04-26,en cours,1461.13,web
11154,3457,2024-07-14,livrée,1040.33,mobile
11155,4560,2019-11-12,en cours,1561.66,web
11156,2173,2022-03-21,en cours,927.13,mobile
11157,5846,2023-11-07,en cours,279.16,web
11158,4450,2019-01-27,échouée,1163.54,mobile
11159,4641,2023-07-25,échouée,571.22,web
11160,4022,2022-03-23,échouée,472.13,mobile
11161,4698,2020-09-11,livrée,816.22,web
11162,2709,2022-08-18,livrée,1093.63,web
11163,656,2020-02-20,en cours,116.27,mobile
11164,108,2020-08-27,échouée,863.95,mobile
11165,1923,2024-03-13,en cours,1681.73,web
11166,3009,2022-11-29,livrée,1843.52,mobile
11167,267,2022-06-18,échouée,1004.07,mobile
11168,1820,2025-10-09,en cours,1872.54,web
11169,2841,2023-08-31,en cours,1931.78,web
11170,4095,2022-02-13,échouée,790.23,mobile
11171,1946,2024-09-29,expédiée,975.85,mobile
11172,5653,2021-02-08,livrée,539.24,mobile
11173,3597,2019-12-22,livrée,231.67,mobile
11174,431,2020-08-12,livrée,655.43,web
11175,3748,2024-07-24,échouée,1434.51,mobile
11176,144,2023-09-11,expédiée,874.43,mobile
11177,407,2020-06-28,livrée,1219.62,mobile
11178,1040,2021-05-23,livrée,662.57,mobile
11179,5132,2019-05-10,en cours,1866.91,web
11180,3658,2024-11-30,livrée,1836.47,web
11181,5142,2022-01-08,échouée,563.29,web
11182,2122,2025-09-24,en cours,1842.35,web
11183,4808,2024-03-26,échouée,253.0,web
11184,5501,2025-09-16,échouée,891.37,mobile
11185,3892,2019-08-25,livrée,244.38,web
11186,141,2025-05-28,livrée,1440.93,web
11187,237,2023-08-17,en cours,174.88,mobile
11188,2654,2023-01-30,échouée,1170.19,mobile
11189,3224,2025-12-30,échouée,983.58,web
11190,5469,2025-12-20,livrée,262.77,mobile
11191,228,2025-05-09,livrée,380.32,mobile
11192,966,2023-07-16,en cours,367.0,mobile
11193,1323,2023-03-12,échouée,1997.21,web
11194,3831,2022-03-16,échouée,848.03,mobile
11195,4747,2025-03-16,échouée,362.65,web
11196,4544,2025-08-22,en cours,156.75,web
11197,5523,2023-11-10,livrée,298.16,web
11198,1295,2019-04-10,échouée,1400.43,web
11199,3515,2023-07-11,expédiée,1050.14,mobile
11200,553,2021-02-07,en cours,1555.8,mobile
11201,2585,2022-09-16,expédiée,1988.59,web
11202,5564,2023-07-05,expédiée,998.9,web
11203,2039,2024-07-04,expédiée,794.53,web
11204,1264,2025-01-30,expédiée,1769.18,mobile
11205,3771,2023-10-31,expédiée,1705.54,web
11206,5542,2019-06-20,échouée,95.03,mobile
11207,2166,2025-11-24,livrée,1161.25,web
11208,1189,2022-05-24,livrée,344.9,web
11209,1146,2020-08-16,expédiée,1644.54,mobile
11210,4330,2021-02-05,échouée,79.11,mobile
11211,4332,2020-12-24,livrée,1821.88,mobile
11212,790,2020-12-23,livrée,1705.36,web
11213,5787,2019-03-04,en cours,1518.77,web
11214,963,2021-09-17,échouée,76.97,web
11215,3295,2023-08-27,livrée,454.25,mobile
11216,1285,2020-02-15,échouée,45.16,web
11217,1703,2019-08-11,échouée,392.39,web
11218,640,2024-03-20,en cours,191.93,web
11219,4896,2024-08-08,échouée,876.58,mobile
11220,726,2022-08-10,livrée,1972.4,web
11221,1885,2023-08-08,livrée,1029.65,mobile
11222,5852,2020-03-13,en cours,1580.03,mobile
11223,5008,2022-08-19,échouée,659.05,web
11224,5895,2023-08-05,livrée,101.97,web
11225,4812,2021-10-03,en cours,782.14,web
11226,3607,2020-03-10,en cours,1696.4,mobile
11227,3683,2024-07-21,échouée,983.22,mobile
11228,819,2022-08-12,en cours,1747.86,mobile
11229,2736,2023-02-28,échouée,483.87,mobile
11230,435,2024-11-28,expédiée,1607.45,web
11231,1332,2024-01-18,en cours,1638.24,mobile
11232,5713,2021-02-28,expédiée,815.57,mobile
11233,499,2019-04-29,en cours,1525.75,mobile
11234,3759,2021-07-12,expédiée,725.96,web
11235,4878,2021-12-04,en cours,1917.76,web
11236,841,2019-06-15,échouée,603.29,mobile
11237,3205,2025-06-01,livrée,1894.1,mobile
11238,4177,2019-05-25,en cours,365.18,web
11239,5111,2025-04-30,livrée,517.75,mobile
11240,4702,2023-06-04,échouée,129.84,web
11241,1105,2024-07-30,livrée,1607.59,web
11242,953,2025-12-01,en cours,269.64,mobile
11243,5748,2023-05-26,en cours,1420.91,web
11244,5521,2023-12-13,échouée,1607.69,mobile
11245,4503,2021-07-31,livrée,857.36,mobile
11246,2388,2024-01-14,livrée,1340.16,web
11247,1753,2023-01-08,en cours,1528.09,web
11248,3326,2024-09-03,échouée,993.65,mobile
11249,4426,2021-12-02,en cours,175.25,web
11250,172,2021-01-25,livrée,417.04,mobile
11251,1349,2023-01-09,livrée,1966.0,mobile
11252,3858,2021-06-30,livrée,113.84,web
11253,2069,2025-01-29,en cours,241.04,mobile
11254,4999,2021-01-07,en cours,1820.81,mobile
11255,2878,2019-03-28,expédiée,1021.7,web
11256,1627,2023-06-25,échouée,468.17,web
11257,789,2020-02-04,livrée,1334.41,mobile
11258,2313,2020-02-18,échouée,983.42,mobile
11259,5958,2022-07-16,échouée,1264.58,mobile
11260,2989,2019-09-26,livrée,404.79,mobile
11261,3669,2023-06-10,échouée,658.95,web
11262,5540,2021-09-08,en cours,1496.98,mobile
11263,1676,2019-11-18,échouée,46.32,mobile
11264,3956,2022-03-20,en cours,1345.57,mobile
11265,3346,2022-09-25,expédiée,683.82,mobile
11266,39,2019-05-06,échouée,438.33,web
11267,1840,2023-05-27,échouée,745.08,web
11268,3674,2020-01-21,livrée,1139.86,web
11269,5553,2019-11-18,échouée,215.2,web
11270,228,2022-07-15,en cours,127.31,web
11271,3753,2021-03-09,expédiée,1379.3,web
11272,4556,2020-05-09,livrée,1469.37,web
11273,1187,2023-06-11,échouée,1305.33,mobile
11274,4007,2021-05-19,livrée,1402.72,mobile
11275,1420,2021-04-04,échouée,1495.55,web
11276,3492,2023-05-30,expédiée,1977.13,web
11277,381,2019-07-19,expédiée,1375.81,web
11278,5930,2021-04-28,échouée,769.57,web
11279,5178,2021-10-07,expédiée,492.74,mobile
11280,5875,2022-02-03,expédiée,686.41,web
11281,319,2019-03-20,expédiée,1230.79,mobile
11282,2043,2024-06-13,échouée,233.63,mobile
11283,4994,2025-06-03,expédiée,484.26,web
11284,2550,2025-01-11,livrée,307.5,mobile
11285,1578,2023-12-02,expédiée,899.82,mobile
11286,4220,2021-05-26,expédiée,1988.14,mobile
11287,1820,2020-11-21,échouée,1453.64,web
11288,2458,2019-11-07,expédiée,590.51,web
11289,1733,2021-05-28,expédiée,1862.76,mobile
11290,4880,2019-03-19,en cours,1145.16,mobile
11291,3704,2021-07-25,expédiée,1706.19,mobile
11292,2901,2023-10-27,échouée,835.94,mobile
11293,1933,2020-06-10,livrée,344.76,mobile
11294,1856,2023-10-01,expédiée,1395.07,mobile
11295,3483,2019-04-03,livrée,538.21,web
11296,2342,2022-12-28,livrée,154.42,web
11297,5825,2020-07-14,en cours,1467.25,web
11298,15,2019-03-31,en cours,284.2,mobile
11299,3150,2023-11-29,échouée,412.64,mobile
11300,3727,2021-02-25,en cours,1810.99,mobile
11301,418,2022-05-22,livrée,1475.49,mobile
11302,1325,2020-10-22,livrée,968.15,web
11303,1401,2025-03-31,en cours,1700.56,web
11304,2037,2023-09-07,en cours,1334.54,web
11305,4827,2021-08-01,échouée,234.66,mobile
11306,2030,2019-08-16,expédiée,842.2,mobile
